invoice_no,invoice_date,customer_id,sku,quantity,list_price,net_sales,branch,rep_id,freight_charged
INV-105860,2025-10-08,C-246,SKU-00011,1,62.00,76.98,Newcastle,R-22,17.76
INV-105861,2025-04-05,C-280,SKU-00002,24,592.00,84.00,Newcastle,R-26,40.10
INV-105862,2024-04-20,C-165,SKU-00056,11,481.00,75.35,Perth,R-02,23.01
INV-105863,2024-02-27,C-198,SKU-00038,24,427.00,86.88,Melbourne,R-14,28.44
INV-105864,2025-06-13,C-412,SKU-00016,21,574.00,77.70,Newcastle,R-11,39.94
INV-105865,2024-07-13,C-279,SKU-00036,11,224.00,83.93,Sydney,R-06,24.30
INV-105866,2025-04-12,C-170,SKU-00024,19,208.00,78.85,Brisbane,R-05,44.20
INV-105867,2025-02-18,C-303,SKU-00033,20,111.00,90.60,Perth,R-26,6.49
INV-105868,2025-05-21,C-375,SKU-00036,3,224.00,74.73,Newcastle,R-12,1.93
INV-105869,2025-01-28,C-369,SKU-00001,1,569.00,72.50,Adelaide,R-03,22.28
INV-105870,2024-08-13,C-050,SKU-00048,8,553.00,70.80,Newcastle,R-13,17.17
INV-105871,2025-10-02,C-183,SKU-00014,18,632.00,73.44,Perth,R-23,29.37
INV-105872,2025-09-01,C-267,SKU-00051,22,246.00,81.40,Sydney,R-13,26.15
INV-105873,2025-02-22,C-286,SKU-00040,17,257.00,87.89,Brisbane,R-12,2.29
INV-105874,2025-02-25,C-202,SKU-00002,17,592.00,72.59,Newcastle,R-16,28.31
INV-105875,2025-03-12,C-277,SKU-00056,9,481.00,74.25,Newcastle,R-01,1.63
INV-105876,2024-07-16,C-072,SKU-00043,5,320.00,71.50,Perth,R-27,44.85
INV-105877,2024-11-08,C-301,SKU-00048,2,553.00,73.54,Melbourne,R-24,6.59
INV-105878,2024-11-27,C-020,SKU-00032,11,60.00,70.51,Perth,R-05,0.90
INV-105879,2025-02-19,C-018,SKU-00040,2,257.00,84.78,Melbourne,R-20,14.28
INV-105880,2024-08-15,C-026,SKU-00042,5,292.00,70.52,Melbourne,R-19,2.91
INV-105881,2025-12-09,C-386,SKU-00043,11,320.00,77.77,Brisbane,R-06,36.93
INV-105882,2024-12-19,C-134,SKU-00057,24,143.00,80.40,Melbourne,R-22,33.33
INV-105883,2025-01-19,C-167,SKU-00005,2,643.00,81.44,Sydney,R-09,43.47
INV-105884,2025-04-13,C-064,SKU-00006,8,428.00,76.96,Newcastle,R-11,33.57
INV-105885,2025-01-01,C-160,SKU-00043,12,320.00,73.80,Melbourne,R-27,4.36
INV-105886,2025-12-17,C-418,SKU-00004,7,340.00,75.81,Brisbane,R-13,12.50
INV-105887,2025-05-26,C-417,SKU-00027,5,107.00,76.25,Perth,R-11,36.02
INV-105888,2024-06-11,C-355,SKU-00005,5,643.00,78.40,Newcastle,R-28,26.06
INV-105889,2024-04-13,C-128,SKU-00040,2,257.00,78.62,Newcastle,R-05,1.19
INV-105890,2025-07-14,C-315,SKU-00002,13,592.00,70.56,Brisbane,R-28,26.66
INV-105891,2024-03-20,C-148,SKU-00040,1,257.00,77.02,Melbourne,R-08,9.62
INV-105892,2024-02-22,C-116,SKU-00052,11,834.00,77.00,Sydney,R-02,30.29
INV-105893,2025-02-05,C-317,SKU-00052,23,834.00,71.53,Melbourne,R-02,8.86
INV-105894,2025-07-26,C-287,SKU-00031,11,336.00,78.87,Melbourne,R-21,2.63
INV-105895,2024-02-15,C-394,SKU-00044,21,183.00,85.47,Adelaide,R-22,32.80
INV-105896,2025-01-28,C-016,SKU-00024,14,208.00,75.32,Brisbane,R-13,29.98
INV-105897,2025-10-13,C-159,SKU-00046,19,711.00,78.85,Melbourne,R-04,29.77
INV-105898,2025-10-16,C-101,SKU-00036,16,224.00,79.36,Newcastle,R-18,40.47
INV-105899,2025-12-19,C-017,SKU-00012,9,822.00,89.28,Adelaide,R-07,32.24
INV-105900,2025-04-08,C-419,SKU-00038,11,427.00,68.71,Brisbane,R-23,31.39
INV-105901,2024-04-21,C-339,SKU-00034,12,214.00,74.28,Adelaide,R-02,0.47
INV-105902,2024-08-08,C-036,SKU-00003,3,237.00,72.30,Melbourne,R-03,0.58
INV-105903,2025-08-01,C-158,SKU-00032,16,60.00,74.08,Melbourne,R-02,12.32
INV-105904,2024-04-25,C-054,SKU-00021,20,453.00,77.40,Brisbane,R-06,28.10
INV-105905,2024-09-13,C-086,SKU-00041,17,612.00,79.73,Perth,R-14,43.37
INV-105906,2025-04-06,C-088,SKU-00040,24,257.00,71.52,Adelaide,R-05,27.55
INV-105907,2024-12-11,C-156,SKU-00012,2,822.00,79.08,Melbourne,R-09,17.99
INV-105908,2025-08-14,C-109,SKU-00029,6,291.00,85.14,Sydney,R-06,17.73
INV-105909,2025-07-07,C-202,SKU-00039,11,204.00,79.42,Newcastle,R-05,2.61
INV-105910,2025-10-02,C-122,SKU-00018,24,268.00,78.83,Brisbane,R-08,33.60
INV-105911,2024-07-03,C-054,SKU-00018,21,268.00,78.33,Brisbane,R-23,16.31
INV-105912,2024-10-13,C-181,SKU-00034,19,214.00,77.52,Perth,R-19,35.17
INV-105913,2025-07-04,C-008,SKU-00039,5,204.00,73.65,Newcastle,R-04,19.10
INV-105914,2025-06-19,C-314,SKU-00055,5,703.00,77.05,Newcastle,R-10,38.15
INV-105915,2024-04-07,C-125,SKU-00035,22,571.00,83.16,Brisbane,R-02,16.47
INV-105916,2024-09-23,C-184,SKU-00036,17,224.00,70.38,Brisbane,R-01,11.32
INV-105917,2025-03-18,C-230,SKU-00022,13,477.00,84.63,Melbourne,R-18,6.51
INV-105918,2024-04-12,C-118,SKU-00038,19,427.00,87.78,Brisbane,R-22,5.04
INV-105919,2025-07-07,C-062,SKU-00022,18,477.00,82.80,Perth,R-08,30.30
INV-105920,2024-01-22,C-376,SKU-00051,17,246.00,72.41,Brisbane,R-13,29.83
INV-105921,2025-02-12,C-030,SKU-00035,15,571.00,90.45,Brisbane,R-06,30.74
INV-105922,2024-08-05,C-065,SKU-00043,12,320.00,72.48,Adelaide,R-16,36.40
INV-105923,2024-06-28,C-136,SKU-00003,7,237.00,76.16,Sydney,R-28,0.15
INV-105924,2025-08-18,C-060,SKU-00033,16,111.00,72.64,Brisbane,R-21,13.33
INV-105925,2024-10-14,C-184,SKU-00034,16,214.00,84.80,Brisbane,R-04,10.28
INV-105926,2024-05-16,C-329,SKU-00053,13,589.00,80.60,Newcastle,R-24,25.09
INV-105927,2024-03-14,C-225,SKU-00032,9,60.00,83.79,Perth,R-25,22.65
INV-105928,2024-06-01,C-363,SKU-00040,18,257.00,82.80,Perth,R-18,33.12
INV-105929,2025-10-07,C-037,SKU-00026,24,405.00,72.96,Adelaide,R-21,13.59
INV-105930,2025-09-01,C-364,SKU-00025,17,345.00,68.82,Sydney,R-06,10.51
INV-105931,2025-02-08,C-397,SKU-00034,6,214.00,77.22,Melbourne,R-14,44.31
INV-105932,2024-03-17,C-023,SKU-00029,2,291.00,82.10,Perth,R-01,28.65
INV-105933,2025-08-02,C-239,SKU-00012,18,822.00,82.80,Perth,R-22,4.56
INV-105934,2024-11-23,C-375,SKU-00004,5,340.00,82.40,Newcastle,R-13,5.32
INV-105935,2025-01-15,C-315,SKU-00038,5,427.00,87.25,Brisbane,R-27,19.11
INV-105936,2024-11-04,C-252,SKU-00053,11,589.00,82.06,Brisbane,R-08,38.73
INV-105937,2025-12-12,C-172,SKU-00033,3,111.00,72.57,Newcastle,R-12,16.72
INV-105938,2024-04-24,C-173,SKU-00021,23,453.00,84.18,Perth,R-04,3.71
INV-105939,2025-04-27,C-376,SKU-00026,11,405.00,77.99,Brisbane,R-17,0.31
INV-105940,2024-04-02,C-030,SKU-00058,23,513.00,65.60,Brisbane,R-25,20.89
INV-105941,2025-09-24,C-406,SKU-00052,13,834.00,76.57,Perth,R-10,2.22
INV-105942,2025-01-22,C-243,SKU-00053,13,589.00,86.97,Melbourne,R-13,2.65
INV-105943,2025-01-01,C-292,SKU-00048,21,553.00,80.01,Perth,R-04,7.35
INV-105944,2024-08-28,C-243,SKU-00039,18,204.00,72.18,Melbourne,R-22,30.39
INV-105945,2024-11-15,C-082,SKU-00031,4,336.00,70.40,Melbourne,R-20,10.67
INV-105946,2024-07-23,C-359,SKU-00026,14,405.00,85.54,Sydney,R-27,29.59
INV-105947,2025-12-21,C-384,SKU-00016,12,574.00,81.00,Perth,R-20,29.30
INV-105948,2025-06-21,C-005,SKU-00039,16,204.00,74.72,Brisbane,R-21,44.80
INV-105949,2025-02-19,C-129,SKU-00038,20,427.00,75.60,Adelaide,R-14,17.52
INV-105950,2025-12-18,C-189,SKU-00028,23,722.00,73.85,Brisbane,R-19,28.28
INV-105951,2024-12-01,C-279,SKU-00053,23,589.00,74.98,Sydney,R-20,32.42
INV-105952,2024-07-18,C-239,SKU-00035,22,571.00,90.64,Perth,R-20,26.69
INV-105953,2025-09-06,C-127,SKU-00015,7,332.00,84.00,Perth,R-15,25.07
INV-105954,2025-05-15,C-066,SKU-00007,2,284.00,74.62,Adelaide,R-16,5.56
INV-105955,2024-09-24,C-293,SKU-00015,13,332.00,90.61,Adelaide,R-20,16.94
INV-105956,2025-11-04,C-365,SKU-00056,9,481.00,83.34,Adelaide,R-06,22.22
INV-105957,2024-07-07,C-410,SKU-00021,12,453.00,85.44,Brisbane,R-19,36.62
INV-105958,2024-07-05,C-171,SKU-00027,7,107.00,80.29,Sydney,R-21,33.98
INV-105959,2025-03-09,C-356,SKU-00041,4,612.00,77.48,Perth,R-08,26.59
INV-105960,2024-07-01,C-420,SKU-00029,1,291.00,80.84,Perth,R-12,41.39
INV-105961,2025-08-01,C-264,SKU-00036,11,224.00,82.94,Brisbane,R-15,28.13
INV-105962,2025-04-17,C-004,SKU-00035,22,571.00,74.80,Perth,R-24,28.37
INV-105963,2024-09-02,C-094,SKU-00055,12,703.00,84.36,Adelaide,R-27,8.19
INV-105964,2025-02-27,C-335,SKU-00057,6,143.00,81.30,Brisbane,R-22,12.76
INV-105965,2025-11-15,C-375,SKU-00057,19,143.00,82.27,Newcastle,R-19,44.59
INV-105966,2025-06-07,C-018,SKU-00027,16,107.00,81.12,Melbourne,R-11,4.48
INV-105967,2025-09-02,C-242,SKU-00024,17,208.00,86.19,Sydney,R-22,41.96
INV-105968,2024-04-08,C-244,SKU-00046,19,711.00,88.54,Perth,R-05,17.55
INV-105969,2025-11-14,C-279,SKU-00042,18,292.00,90.72,Sydney,R-08,10.10
INV-105970,2024-07-20,C-084,SKU-00044,22,183.00,75.90,Perth,R-20,6.59
INV-105971,2025-06-26,C-184,SKU-00039,20,204.00,71.40,Brisbane,R-11,18.55
INV-105972,2024-06-27,C-110,SKU-00033,1,111.00,74.73,Brisbane,R-13,28.84
INV-105973,2025-09-21,C-335,SKU-00001,21,569.00,78.33,Brisbane,R-27,26.75
INV-105974,2024-06-07,C-392,SKU-00052,13,834.00,76.83,Sydney,R-02,26.58
INV-105975,2024-09-08,C-150,SKU-00029,18,291.00,76.32,Brisbane,R-13,37.66
INV-105976,2025-05-12,C-354,SKU-00011,20,62.00,79.80,Perth,R-10,32.89
INV-105977,2024-02-07,C-352,SKU-00029,10,291.00,89.40,Melbourne,R-07,0.99
INV-105978,2025-09-04,C-227,SKU-00027,5,107.00,73.50,Adelaide,R-20,31.36
INV-105979,2025-04-20,C-168,SKU-00044,2,183.00,73.02,Brisbane,R-22,2.84
INV-105980,2025-06-01,C-269,SKU-00031,22,336.00,76.71,Newcastle,R-28,19.21
INV-105981,2024-03-16,C-245,SKU-00038,1,427.00,73.31,Perth,R-12,35.83
INV-105982,2024-05-16,C-229,SKU-00005,3,643.00,74.49,Brisbane,R-23,40.84
INV-105983,2024-09-14,C-181,SKU-00020,20,702.00,81.40,Perth,R-13,42.26
INV-105984,2025-08-02,C-196,SKU-00022,2,477.00,77.28,Adelaide,R-28,36.23
INV-105985,2024-12-05,C-341,SKU-00008,16,232.00,76.32,Perth,R-11,15.83
INV-105986,2024-03-23,C-106,SKU-00045,6,841.00,87.66,Sydney,R-17,30.42
INV-105987,2024-04-11,C-255,SKU-00015,5,332.00,75.70,Sydney,R-05,36.36
INV-105988,2024-10-13,C-214,SKU-00001,4,569.00,80.40,Perth,R-04,16.43
INV-105989,2024-10-10,C-008,SKU-00001,12,569.00,88.08,Newcastle,R-23,27.72
INV-105990,2024-08-05,C-318,SKU-00038,1,427.00,82.15,Adelaide,R-03,23.77
INV-105991,2024-01-21,C-313,SKU-00041,20,612.00,86.00,Sydney,R-21,36.48
INV-105992,2024-12-09,C-278,SKU-00018,14,268.00,78.54,Melbourne,R-09,1.13
INV-105993,2025-01-02,C-359,SKU-00035,15,571.00,89.40,Sydney,R-20,37.52
INV-105994,2025-08-27,C-236,SKU-00003,10,237.00,86.70,Newcastle,R-25,25.14
INV-105995,2024-11-28,C-285,SKU-00038,3,427.00,77.07,Melbourne,R-11,28.47
INV-105996,2025-08-17,C-411,SKU-00047,11,371.00,89.43,Perth,R-15,37.90
INV-105997,2025-01-24,C-133,SKU-00053,1,589.00,79.09,Brisbane,R-13,39.02
INV-105998,2024-07-13,C-225,SKU-00009,18,761.00,80.64,Perth,R-28,12.95
INV-105999,2024-02-05,C-018,SKU-00051,6,246.00,86.10,Melbourne,R-24,2.47
INV-106000,2025-05-16,C-386,SKU-00012,11,822.00,71.14,Brisbane,R-10,19.88
INV-106001,2024-11-11,C-233,SKU-00029,13,291.00,73.19,Sydney,R-18,6.32
INV-106002,2024-03-16,C-194,SKU-00028,4,722.00,74.56,Brisbane,R-23,38.99
INV-106003,2024-10-02,C-089,SKU-00038,16,427.00,82.88,Sydney,R-06,32.93
INV-106004,2024-02-04,C-142,SKU-00006,18,428.00,78.84,Melbourne,R-22,18.03
INV-106005,2025-09-09,C-135,SKU-00049,1,840.00,86.57,Newcastle,R-19,26.38
INV-106006,2025-11-22,C-170,SKU-00048,7,553.00,83.86,Brisbane,R-22,1.38
INV-106007,2025-02-14,C-213,SKU-00022,15,477.00,85.95,Brisbane,R-13,40.44
INV-106008,2025-08-28,C-311,SKU-00043,22,320.00,84.04,Newcastle,R-15,12.60
INV-106009,2025-07-16,C-216,SKU-00031,1,336.00,80.81,Brisbane,R-13,15.99
INV-106010,2024-05-19,C-344,SKU-00057,9,143.00,72.53,Melbourne,R-03,11.84
INV-106011,2025-11-11,C-070,SKU-00029,9,291.00,84.60,Adelaide,R-01,33.55
INV-106012,2024-05-08,C-091,SKU-00045,23,841.00,85.79,Brisbane,R-25,4.17
INV-106013,2024-03-22,C-322,SKU-00052,13,834.00,75.14,Brisbane,R-16,42.72
INV-106014,2025-10-18,C-136,SKU-00056,4,481.00,90.76,Sydney,R-11,12.13
INV-106015,2024-03-13,C-330,SKU-00057,22,143.00,89.32,Brisbane,R-20,25.55
INV-106016,2025-03-05,C-047,SKU-00031,5,336.00,90.85,Perth,R-10,41.04
INV-106017,2024-04-23,C-035,SKU-00044,7,183.00,71.40,Newcastle,R-13,19.12
INV-106018,2025-06-07,C-195,SKU-00016,17,574.00,74.63,Melbourne,R-16,21.30
INV-106019,2025-12-23,C-091,SKU-00031,12,336.00,87.72,Brisbane,R-19,5.11
INV-106020,2024-01-08,C-360,SKU-00040,7,257.00,70.71,Melbourne,R-18,32.61
INV-106021,2024-05-22,C-016,SKU-00008,7,232.00,90.16,Brisbane,R-18,26.79
INV-106022,2024-06-23,C-312,SKU-00005,6,643.00,77.64,Perth,R-09,44.53
INV-106023,2024-01-04,C-140,SKU-00001,10,569.00,75.50,Sydney,R-10,8.32
INV-106024,2025-03-28,C-121,SKU-00021,22,453.00,88.00,Newcastle,R-14,2.99
INV-106025,2024-12-18,C-233,SKU-00022,22,477.00,77.22,Sydney,R-17,19.94
INV-106026,2024-12-17,C-402,SKU-00053,4,589.00,87.80,Melbourne,R-27,35.75
INV-106027,2025-06-13,C-304,SKU-00035,19,571.00,80.94,Melbourne,R-21,28.08
INV-106028,2024-02-03,C-384,SKU-00013,21,52.00,78.75,Perth,R-27,21.70
INV-106029,2024-12-10,C-102,SKU-00024,21,208.00,71.61,Adelaide,R-14,18.00
INV-106030,2024-04-28,C-157,SKU-00039,15,204.00,82.52,Sydney,R-27,1.51
INV-106031,2024-05-14,C-311,SKU-00047,5,371.00,77.30,Newcastle,R-13,35.51
INV-106032,2025-04-16,C-190,SKU-00016,8,574.00,82.88,Adelaide,R-15,18.60
INV-106033,2024-07-08,C-314,SKU-00023,13,115.00,77.87,Newcastle,R-03,9.30
INV-106034,2025-02-24,C-172,SKU-00017,18,69.00,87.30,Newcastle,R-13,10.84
INV-106035,2024-08-10,C-292,SKU-00007,21,284.00,72.03,Perth,R-28,35.48
INV-106036,2025-07-03,C-279,SKU-00031,17,336.00,81.26,Sydney,R-05,6.51
INV-106037,2024-11-20,C-401,SKU-00010,11,27.00,86.02,Perth,R-04,37.19
INV-106038,2025-11-07,C-016,SKU-00009,19,761.00,73.72,Brisbane,R-28,44.95
INV-106039,2024-10-23,C-151,SKU-00009,22,761.00,79.42,Melbourne,R-15,8.05
INV-106040,2024-08-21,C-025,SKU-00023,22,115.00,64.97,Brisbane,R-20,27.55
INV-106041,2024-04-06,C-151,SKU-00012,4,822.00,85.20,Melbourne,R-20,1.59
INV-106042,2025-12-17,C-355,SKU-00046,12,711.00,71.52,Newcastle,R-15,23.52
INV-106043,2024-04-12,C-149,SKU-00034,15,214.00,72.90,Perth,R-09,38.77
INV-106044,2025-07-11,C-302,SKU-00041,8,612.00,80.48,Adelaide,R-12,36.65
INV-106045,2024-09-04,C-367,SKU-00051,5,246.00,74.80,Melbourne,R-15,20.95
INV-106046,2025-03-05,C-046,SKU-00009,19,761.00,85.50,Perth,R-10,11.35
INV-106047,2024-03-25,C-190,SKU-00044,15,183.00,76.50,Adelaide,R-28,1.18
INV-106048,2025-02-05,C-413,SKU-00005,24,643.00,71.28,Newcastle,R-23,25.72
INV-106049,2024-03-05,C-051,SKU-00050,16,201.00,72.96,Newcastle,R-07,42.45
INV-106050,2025-05-12,C-420,SKU-00018,22,268.00,73.07,Perth,R-03,6.82
INV-106051,2024-03-27,C-305,SKU-00054,10,714.00,71.50,Perth,R-03,13.02
INV-106052,2025-01-25,C-288,SKU-00016,14,574.00,73.08,Newcastle,R-13,42.43
INV-106053,2024-08-22,C-029,SKU-00049,16,840.00,78.88,Adelaide,R-02,25.92
INV-106054,2024-08-23,C-323,SKU-00019,16,357.00,86.40,Brisbane,R-03,34.30
INV-106055,2025-05-06,C-092,SKU-00004,18,340.00,80.46,Brisbane,R-21,38.22
INV-106056,2024-04-21,C-133,SKU-00008,3,232.00,74.19,Brisbane,R-04,25.80
INV-106057,2025-04-19,C-169,SKU-00009,17,761.00,71.74,Melbourne,R-23,22.74
INV-106058,2025-01-05,C-251,SKU-00010,18,27.00,80.28,Perth,R-25,8.37
INV-106059,2025-04-18,C-199,SKU-00012,8,822.00,89.68,Newcastle,R-10,26.05
INV-106060,2024-06-06,C-320,SKU-00006,14,428.00,77.80,Sydney,R-05,4.25
INV-106061,2024-02-16,C-159,SKU-00005,13,643.00,85.67,Melbourne,R-21,28.30
INV-106062,2025-06-18,C-088,SKU-00005,1,643.00,81.47,Adelaide,R-18,34.95
INV-106063,2025-01-27,C-268,SKU-00034,10,214.00,84.00,Newcastle,R-07,33.81
INV-106064,2025-04-19,C-028,SKU-00024,18,208.00,70.20,Melbourne,R-06,32.58
INV-106065,2024-01-25,C-366,SKU-00044,20,183.00,80.80,Melbourne,R-05,11.36
INV-106066,2024-12-28,C-298,SKU-00030,18,439.00,86.58,Perth,R-08,25.24
INV-106067,2024-10-09,C-079,SKU-00057,1,143.00,74.08,Newcastle,R-28,41.93
INV-106068,2024-11-18,C-283,SKU-00016,23,574.00,83.03,Brisbane,R-18,39.86
INV-106069,2024-03-03,C-096,SKU-00010,21,27.00,75.18,Melbourne,R-13,33.20
INV-106070,2024-10-26,C-237,SKU-00045,10,841.00,69.00,Brisbane,R-24,2.21
INV-106071,2025-05-05,C-362,SKU-00030,9,439.00,83.88,Perth,R-24,9.17
INV-106072,2025-01-03,C-004,SKU-00010,20,27.00,81.40,Perth,R-19,22.95
INV-106073,2024-06-12,C-379,SKU-00009,11,761.00,73.37,Newcastle,R-11,3.51
INV-106074,2024-02-19,C-108,SKU-00036,20,224.00,85.80,Perth,R-19,41.48
INV-106075,2024-07-22,C-052,SKU-00017,5,69.00,76.90,Newcastle,R-22,16.98
INV-106076,2024-08-24,C-381,SKU-00019,16,357.00,85.12,Perth,R-05,26.46
INV-106077,2025-08-27,C-332,SKU-00032,20,60.00,72.60,Perth,R-24,8.38
INV-106078,2025-10-17,C-166,SKU-00011,14,62.00,75.18,Adelaide,R-27,37.88
INV-106079,2024-12-10,C-114,SKU-00017,15,69.00,75.75,Sydney,R-05,12.34
INV-106080,2025-12-28,C-098,SKU-00055,3,703.00,78.94,Adelaide,R-08,18.64
INV-106081,2024-08-22,C-167,SKU-00023,18,115.00,71.64,Sydney,R-24,42.83
INV-106082,2025-06-19,C-297,SKU-00038,22,427.00,88.00,Perth,R-09,21.60
INV-106083,2024-03-02,C-006,SKU-00021,2,453.00,85.00,Sydney,R-25,3.56
INV-106084,2025-04-27,C-314,SKU-00002,21,592.00,74.76,Newcastle,R-09,19.44
INV-106085,2024-12-28,C-033,SKU-00050,6,201.00,73.02,Adelaide,R-02,39.18
INV-106086,2025-12-07,C-372,SKU-00018,21,268.00,74.13,Melbourne,R-08,23.75
INV-106087,2025-01-22,C-292,SKU-00012,16,822.00,83.84,Perth,R-05,5.61
INV-106088,2024-03-03,C-231,SKU-00051,13,246.00,73.97,Newcastle,R-20,9.45
INV-106089,2024-12-24,C-333,SKU-00023,2,115.00,89.50,Melbourne,R-02,5.28
INV-106090,2025-02-16,C-272,SKU-00002,13,592.00,66.62,Adelaide,R-02,22.52
INV-106091,2024-10-21,C-156,SKU-00021,23,453.00,72.22,Melbourne,R-04,32.85
INV-106092,2025-06-14,C-097,SKU-00040,17,257.00,85.34,Brisbane,R-16,23.69
INV-106093,2024-07-12,C-171,SKU-00010,20,27.00,79.60,Sydney,R-25,34.15
INV-106094,2025-11-14,C-002,SKU-00031,21,336.00,82.11,Perth,R-22,30.46
INV-106095,2025-08-08,C-396,SKU-00006,14,428.00,76.30,Adelaide,R-10,12.20
INV-106096,2024-10-23,C-281,SKU-00004,11,340.00,73.92,Melbourne,R-25,15.58
INV-106097,2025-09-22,C-046,SKU-00002,17,592.00,81.43,Perth,R-06,3.05
INV-106098,2024-02-28,C-078,SKU-00041,10,612.00,74.50,Newcastle,R-22,5.58
INV-106099,2024-07-18,C-203,SKU-00043,17,320.00,77.01,Sydney,R-12,33.91
INV-106100,2024-09-20,C-298,SKU-00032,4,60.00,69.81,Perth,R-19,33.69
INV-106101,2025-12-27,C-294,SKU-00037,23,831.00,75.67,Melbourne,R-01,30.11
INV-106102,2025-04-25,C-416,SKU-00001,2,569.00,74.98,Melbourne,R-17,36.77
INV-106103,2025-10-05,C-116,SKU-00021,22,453.00,79.64,Sydney,R-19,35.02
INV-106104,2025-04-27,C-259,SKU-00041,18,612.00,73.44,Sydney,R-16,13.98
INV-106105,2025-01-01,C-096,SKU-00055,20,703.00,86.80,Melbourne,R-26,25.76
INV-106106,2025-03-10,C-272,SKU-00042,17,292.00,89.59,Adelaide,R-09,6.83
INV-106107,2024-11-22,C-144,SKU-00033,10,111.00,82.40,Newcastle,R-07,33.14
INV-106108,2025-12-10,C-016,SKU-00031,18,336.00,79.38,Brisbane,R-02,7.50
INV-106109,2025-03-27,C-040,SKU-00029,8,291.00,73.12,Melbourne,R-21,43.03
INV-106110,2025-06-25,C-117,SKU-00056,13,481.00,68.41,Adelaide,R-25,41.11
INV-106111,2025-10-22,C-121,SKU-00034,8,214.00,70.64,Newcastle,R-14,17.17
INV-106112,2024-01-25,C-415,SKU-00011,3,62.00,77.67,Melbourne,R-06,15.28
INV-106113,2024-01-03,C-095,SKU-00022,10,477.00,82.70,Sydney,R-08,25.48
INV-106114,2025-08-01,C-292,SKU-00016,14,574.00,85.82,Perth,R-11,33.15
INV-106115,2024-09-21,C-338,SKU-00052,17,834.00,72.08,Perth,R-23,40.38
INV-106116,2025-04-16,C-106,SKU-00022,19,477.00,71.06,Sydney,R-08,21.94
INV-106117,2025-07-07,C-097,SKU-00015,20,332.00,77.00,Brisbane,R-26,44.48
INV-106118,2025-11-08,C-148,SKU-00046,24,711.00,77.76,Melbourne,R-06,21.73
INV-106119,2025-05-09,C-075,SKU-00025,8,345.00,83.12,Brisbane,R-19,30.19
INV-106120,2025-10-06,C-350,SKU-00009,7,761.00,73.61,Perth,R-11,14.74
INV-106121,2024-09-01,C-383,SKU-00050,1,201.00,82.16,Perth,R-14,27.57
INV-106122,2025-10-23,C-279,SKU-00052,24,834.00,78.24,Sydney,R-08,34.27
INV-106123,2025-09-25,C-205,SKU-00018,11,268.00,79.64,Sydney,R-10,13.87
INV-106124,2024-02-13,C-169,SKU-00056,2,481.00,70.56,Melbourne,R-27,31.97
INV-106125,2025-07-05,C-301,SKU-00055,17,703.00,70.38,Melbourne,R-02,11.25
INV-106126,2024-09-09,C-217,SKU-00053,20,589.00,87.20,Newcastle,R-08,5.53
INV-106127,2024-07-25,C-106,SKU-00007,19,284.00,85.31,Sydney,R-05,6.61
INV-106128,2024-09-13,C-325,SKU-00017,15,69.00,76.95,Sydney,R-19,38.80
INV-106129,2024-04-02,C-220,SKU-00008,15,232.00,75.90,Adelaide,R-03,6.92
INV-106130,2025-04-25,C-254,SKU-00039,14,204.00,78.31,Sydney,R-22,14.25
INV-106131,2025-02-08,C-016,SKU-00031,20,336.00,81.60,Brisbane,R-20,26.52
INV-106132,2024-09-23,C-021,SKU-00050,7,201.00,77.42,Adelaide,R-10,38.34
INV-106133,2025-11-27,C-272,SKU-00013,23,52.00,89.24,Adelaide,R-17,7.01
INV-106134,2024-09-12,C-089,SKU-00026,14,405.00,88.34,Sydney,R-08,8.45
INV-106135,2024-07-28,C-324,SKU-00053,11,589.00,87.78,Newcastle,R-02,4.56
INV-106136,2025-01-01,C-254,SKU-00030,10,439.00,76.50,Sydney,R-27,0.79
INV-106137,2024-01-05,C-045,SKU-00013,5,52.00,70.50,Newcastle,R-21,6.37
INV-106138,2024-03-08,C-014,SKU-00052,19,834.00,89.87,Sydney,R-18,41.23
INV-106139,2024-11-08,C-219,SKU-00048,5,553.00,88.85,Melbourne,R-20,41.34
INV-106140,2024-09-12,C-157,SKU-00004,14,340.00,71.48,Sydney,R-04,17.39
INV-106141,2025-10-22,C-060,SKU-00041,17,612.00,77.52,Brisbane,R-18,36.36
INV-106142,2024-03-13,C-345,SKU-00022,15,477.00,78.45,Sydney,R-06,15.99
INV-106143,2025-05-14,C-406,SKU-00013,24,52.00,87.60,Perth,R-28,4.86
INV-106144,2025-11-02,C-007,SKU-00048,11,553.00,78.21,Adelaide,R-04,38.92
INV-106145,2024-01-23,C-270,SKU-00032,23,60.00,75.90,Newcastle,R-15,22.88
INV-106146,2025-10-13,C-308,SKU-00047,4,371.00,81.00,Melbourne,R-11,33.51
INV-106147,2025-03-21,C-058,SKU-00004,18,340.00,80.10,Adelaide,R-09,26.56
INV-106148,2024-09-13,C-315,SKU-00035,4,571.00,82.92,Brisbane,R-10,32.89
INV-106149,2024-04-05,C-213,SKU-00036,7,224.00,80.78,Brisbane,R-17,17.10
INV-106150,2025-02-08,C-415,SKU-00027,9,107.00,76.67,Melbourne,R-22,7.35
INV-106151,2024-03-20,C-312,SKU-00045,13,841.00,76.70,Perth,R-01,26.33
INV-106152,2025-08-28,C-253,SKU-00053,20,589.00,77.60,Melbourne,R-22,20.83
INV-106153,2025-11-04,C-242,SKU-00028,6,722.00,85.32,Sydney,R-13,35.75
